"school","department","year","funding"
"Spelman College","Directorate for Mathematical and Physical Sciences",2024,450840
"Spelman College","Directorate for STEM Education",2015,693523
"Spelman College","Directorate for STEM Education",2016,2138247
"Spelman College","Directorate for STEM Education",2017,255392
"Spelman College","Directorate for STEM Education",2018,493708
"Spelman College","Directorate for STEM Education",2019,447923
"Spelman College","Directorate for STEM Education",2020,299206
"Spelman College","Directorate for STEM Education",2021,389070
"Spelman College","Directorate for STEM Education",2022,1321628
"Spelman College","Directorate for STEM Education",2023,399687
"Spelman College","Directorate for Social, Behavioral and Economic Sciences",2016,135720
"Spelman College","Directorate for Social, Behavioral and Economic Sciences",2018,1037406
"Spelman College","Directorate for Social, Behavioral and Economic Sciences",2019,292742
"Spelman College","Directorate for Social, Behavioral and Economic Sciences",2021,707464
"Spelman College","Directorate for Social, Behavioral and Economic Sciences",2022,231736
"Spelman College","Office Of The Director",2023,10080241
"Sri International","Directorate for Biological Sciences",2015,611629
"Sri International","Directorate for Biological Sciences",2019,381304
"Sri International","Directorate for Biological Sciences",2020,198043
"Sri International","Directorate for Biological Sciences",2021,2135706
"Sri International","Directorate for Computer and Information Science and Engineering",2015,3126863
"Sri International","Directorate for Computer and Information Science and Engineering",2016,2278704
"Sri International","Directorate for Computer and Information Science and Engineering",2017,1049152
"Sri International","Directorate for Computer and Information Science and Engineering",2018,1599062
"Sri International","Directorate for Computer and Information Science and Engineering",2019,574779
"Sri International","Directorate for Computer and Information Science and Engineering",2020,1318533
"Sri International","Directorate for Computer and Information Science and Engineering",2021,299932
"Sri International","Directorate for Computer and Information Science and Engineering",2022,799314
"Sri International","Directorate for Engineering",2015,148032
"Sri International","Directorate for Engineering",2019,239918
"Sri International","Directorate for Engineering",2020,46744
"Sri International","Directorate for Geosciences",2015,2639697
"Sri International","Directorate for Geosciences",2016,403965
"Sri International","Directorate for Geosciences",2017,564923
"Sri International","Directorate for Geosciences",2018,31178760
"Sri International","Directorate for Geosciences",2019,1170862
"Sri International","Directorate for Geosciences",2020,870491
"Sri International","Directorate for Geosciences",2021,315462
"Sri International","Directorate for Geosciences",2023,989776
"Sri International","Directorate for Geosciences",2024,624880
"Sri International","Directorate for Mathematical and Physical Sciences",2016,255208
"Sri International","Directorate for Mathematical and Physical Sciences",2019,0
"Sri International","Directorate for Mathematical and Physical Sciences",2024,49801
"Sri International","Directorate for STEM Education",2015,2974028
"Sri International","Directorate for STEM Education",2016,1129446
"Sri International","Directorate for STEM Education",2017,4851609
"Sri International","Directorate for STEM Education",2018,12778491
"Sri International","Directorate for STEM Education",2019,4194528
"Sri International","Directorate for STEM Education",2020,1857483
"Sri International","Directorate for STEM Education",2022,1952361
"Sri International","Directorate for STEM Education",2023,11152710
"Sri International","Directorate for STEM Education",2024,659924
"Sri International","Directorate for Social, Behavioral and Economic Sciences",2017,298277
"Sri International","Directorate for Technology, Innovation, and Partnerships",2022,1498486
"Sri International","Directorate for Technology, Innovation, and Partnerships",2023,4999647
"Sri International","Office Of The Director",2016,249924
"St Mary's College Of Maryland","Directorate for Biological Sciences",2016,84776
"St Mary's College Of Maryland","Directorate for Biological Sciences",2019,121819
"St Mary's College Of Maryland","Directorate for Biological Sciences",2020,21840
"St Mary's College Of Maryland","Directorate for Engineering",2023,185304
"St Mary's College Of Maryland","Directorate for Geosciences",2022,161821
"St Mary's College Of Maryland","Directorate for Mathematical and Physical Sciences",2015,283864
"St Mary's College Of Maryland","Directorate for Mathematical and Physical Sciences",2021,0
"St Mary's College Of Maryland","Directorate for STEM Education",2015,33514
"St Mary's College Of Maryland","Directorate for STEM Education",2023,1315312
"St Mary's College Of Maryland","Directorate for Social, Behavioral and Economic Sciences",2019,489251
"St Mary's College Of Maryland","Directorate for Social, Behavioral and Economic Sciences",2020,75102
"Stanford University","Directorate for Biological Sciences",2015,5826727
"Stanford University","Directorate for Biological Sciences",2016,2950264
"Stanford University","Directorate for Biological Sciences",2017,13262093
"Stanford University","Directorate for Biological Sciences",2018,3723996
"Stanford University","Directorate for Biological Sciences",2019,7357469
"Stanford University","Directorate for Biological Sciences",2020,16191963
"Stanford University","Directorate for Biological Sciences",2021,5451107
"Stanford University","Directorate for Biological Sciences",2022,2326197
"Stanford University","Directorate for Biological Sciences",2023,4226085
"Stanford University","Directorate for Biological Sciences",2024,4252688
"Stanford University","Directorate for Computer and Information Science and Engineering",2015,11213890
"Stanford University","Directorate for Computer and Information Science and Engineering",2016,9103165
"Stanford University","Directorate for Computer and Information Science and Engineering",2017,9300865
"Stanford University","Directorate for Computer and Information Science and Engineering",2018,13456497
"Stanford University","Directorate for Computer and Information Science and Engineering",2019,22627281
"Stanford University","Directorate for Computer and Information Science and Engineering",2020,7866105
"Stanford University","Directorate for Computer and Information Science and Engineering",2021,9941016
"Stanford University","Directorate for Computer and Information Science and Engineering",2022,13713411
"Stanford University","Directorate for Computer and Information Science and Engineering",2023,12407667
"Stanford University","Directorate for Computer and Information Science and Engineering",2024,5324460
"Stanford University","Directorate for Engineering",2015,14752048
"Stanford University","Directorate for Engineering",2016,6300390
"Stanford University","Directorate for Engineering",2017,5460691
"Stanford University","Directorate for Engineering",2018,7386043
"Stanford University","Directorate for Engineering",2019,7445999
