"institution","rank","source","field","dollars"
"Bowdoin C.",497,"Nonprofit organizations","all r d expenditures",102000
"Bowdoin C.",497,"Nonprofit organizations","computer and information sciences",0
"Bowdoin C.",497,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Bowdoin C.",497,"Nonprofit organizations","life sciences",9000
"Bowdoin C.",497,"Nonprofit organizations","mathematics and statistics",1000
"Bowdoin C.",497,"Nonprofit organizations","physical sciences",23000
"Bowdoin C.",497,"Nonprofit organizations","psychology",0
"Bowdoin C.",497,"Nonprofit organizations","social sciences",0
"Bowdoin C.",497,"Nonprofit organizations","sciences nec",0
"Bowdoin C.",497,"Nonprofit organizations","engineering",0
"Bowdoin C.",497,"Nonprofit organizations","all non s e fields",69000
"California State U., San Marcos",498,"Nonprofit organizations","all r d expenditures",101000
"California State U., San Marcos",498,"Nonprofit organizations","computer and information sciences",15000
"California State U., San Marcos",498,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"California State U., San Marcos",498,"Nonprofit organizations","life sciences",0
"California State U., San Marcos",498,"Nonprofit organizations","mathematics and statistics",0
"California State U., San Marcos",498,"Nonprofit organizations","physical sciences",0
"California State U., San Marcos",498,"Nonprofit organizations","psychology",0
"California State U., San Marcos",498,"Nonprofit organizations","social sciences",80000
"California State U., San Marcos",498,"Nonprofit organizations","sciences nec",5000
"California State U., San Marcos",498,"Nonprofit organizations","engineering",1000
"California State U., San Marcos",498,"Nonprofit organizations","all non s e fields",0
"West Virginia State U.",498,"Nonprofit organizations","all r d expenditures",101000
"West Virginia State U.",498,"Nonprofit organizations","computer and information sciences",0
"West Virginia State U.",498,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"West Virginia State U.",498,"Nonprofit organizations","life sciences",101000
"West Virginia State U.",498,"Nonprofit organizations","mathematics and statistics",0
"West Virginia State U.",498,"Nonprofit organizations","physical sciences",0
"West Virginia State U.",498,"Nonprofit organizations","psychology",0
"West Virginia State U.",498,"Nonprofit organizations","social sciences",0
"West Virginia State U.",498,"Nonprofit organizations","sciences nec",0
"West Virginia State U.",498,"Nonprofit organizations","engineering",0
"West Virginia State U.",498,"Nonprofit organizations","all non s e fields",0
"Austin Peay State U.",500,"Nonprofit organizations","all r d expenditures",1e+05
"Austin Peay State U.",500,"Nonprofit organizations","computer and information sciences",0
"Austin Peay State U.",500,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",20000
"Austin Peay State U.",500,"Nonprofit organizations","life sciences",80000
"Austin Peay State U.",500,"Nonprofit organizations","mathematics and statistics",0
"Austin Peay State U.",500,"Nonprofit organizations","physical sciences",0
"Austin Peay State U.",500,"Nonprofit organizations","psychology",0
"Austin Peay State U.",500,"Nonprofit organizations","social sciences",0
"Austin Peay State U.",500,"Nonprofit organizations","sciences nec",0
"Austin Peay State U.",500,"Nonprofit organizations","engineering",0
"Austin Peay State U.",500,"Nonprofit organizations","all non s e fields",0
"Butler U.",500,"Nonprofit organizations","all r d expenditures",1e+05
"Butler U.",500,"Nonprofit organizations","computer and information sciences",0
"Butler U.",500,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Butler U.",500,"Nonprofit organizations","life sciences",19000
"Butler U.",500,"Nonprofit organizations","mathematics and statistics",0
"Butler U.",500,"Nonprofit organizations","physical sciences",33000
"Butler U.",500,"Nonprofit organizations","psychology",0
"Butler U.",500,"Nonprofit organizations","social sciences",0
"Butler U.",500,"Nonprofit organizations","sciences nec",0
"Butler U.",500,"Nonprofit organizations","engineering",0
"Butler U.",500,"Nonprofit organizations","all non s e fields",48000
"California State U., Chico",502,"Nonprofit organizations","all r d expenditures",97000
"California State U., Chico",502,"Nonprofit organizations","computer and information sciences",0
"California State U., Chico",502,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"California State U., Chico",502,"Nonprofit organizations","life sciences",66000
"California State U., Chico",502,"Nonprofit organizations","mathematics and statistics",0
"California State U., Chico",502,"Nonprofit organizations","physical sciences",21000
"California State U., Chico",502,"Nonprofit organizations","psychology",0
"California State U., Chico",502,"Nonprofit organizations","social sciences",0
"California State U., Chico",502,"Nonprofit organizations","sciences nec",0
"California State U., Chico",502,"Nonprofit organizations","engineering",0
"California State U., Chico",502,"Nonprofit organizations","all non s e fields",10000
"Ursinus C.",503,"Nonprofit organizations","all r d expenditures",96000
"Ursinus C.",503,"Nonprofit organizations","computer and information sciences",0
"Ursinus C.",503,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Ursinus C.",503,"Nonprofit organizations","life sciences",87000
"Ursinus C.",503,"Nonprofit organizations","mathematics and statistics",0
"Ursinus C.",503,"Nonprofit organizations","physical sciences",5000
"Ursinus C.",503,"Nonprofit organizations","psychology",1000
"Ursinus C.",503,"Nonprofit organizations","social sciences",3000
"Ursinus C.",503,"Nonprofit organizations","sciences nec",0
"Ursinus C.",503,"Nonprofit organizations","engineering",0
"Ursinus C.",503,"Nonprofit organizations","all non s e fields",0
"Willamette U.",504,"Nonprofit organizations","all r d expenditures",91000
"Willamette U.",504,"Nonprofit organizations","computer and information sciences",0
"Willamette U.",504,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",34000
"Willamette U.",504,"Nonprofit organizations","life sciences",14000
"Willamette U.",504,"Nonprofit organizations","mathematics and statistics",0
"Willamette U.",504,"Nonprofit organizations","physical sciences",19000
"Willamette U.",504,"Nonprofit organizations","psychology",0
"Willamette U.",504,"Nonprofit organizations","social sciences",0
"Willamette U.",504,"Nonprofit organizations","sciences nec",0
"Willamette U.",504,"Nonprofit organizations","engineering",0
"Willamette U.",504,"Nonprofit organizations","all non s e fields",24000
"Andrews U.",505,"Nonprofit organizations","all r d expenditures",89000
"Andrews U.",505,"Nonprofit organizations","computer and information sciences",0
"Andrews U.",505,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",18000
"Andrews U.",505,"Nonprofit organizations","life sciences",22000
"Andrews U.",505,"Nonprofit organizations","mathematics and statistics",0
"Andrews U.",505,"Nonprofit organizations","physical sciences",0
"Andrews U.",505,"Nonprofit organizations","psychology",0
"Andrews U.",505,"Nonprofit organizations","social sciences",49000
"Andrews U.",505,"Nonprofit organizations","sciences nec",0
"Andrews U.",505,"Nonprofit organizations","engineering",0
"Andrews U.",505,"Nonprofit organizations","all non s e fields",0
"Kean U.",505,"Nonprofit organizations","all r d expenditures",89000
"Kean U.",505,"Nonprofit organizations","computer and information sciences",0
"Kean U.",505,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Kean U.",505,"Nonprofit organizations","life sciences",9000
"Kean U.",505,"Nonprofit organizations","mathematics and statistics",0
"Kean U.",505,"Nonprofit organizations","physical sciences",0
"Kean U.",505,"Nonprofit organizations","psychology",0
"Kean U.",505,"Nonprofit organizations","social sciences",0
"Kean U.",505,"Nonprofit organizations","sciences nec",0
"Kean U.",505,"Nonprofit organizations","engineering",0
"Kean U.",505,"Nonprofit organizations","all non s e fields",80000
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","all r d expenditures",89000
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","computer and information sciences",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","life sciences",33000
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","mathematics and statistics",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","physical sciences",56000
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","psychology",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","social sciences",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","sciences nec",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","engineering",0
"U. of Health Sciences and Pharmacy in St. Louis",505,"Nonprofit organizations","all non s e fields",0
"Alabama State U.",508,"Nonprofit organizations","all r d expenditures",85000
"Alabama State U.",508,"Nonprofit organizations","computer and information sciences",0
"Alabama State U.",508,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Alabama State U.",508,"Nonprofit organizations","life sciences",0
"Alabama State U.",508,"Nonprofit organizations","mathematics and statistics",0
"Alabama State U.",508,"Nonprofit organizations","physical sciences",0
"Alabama State U.",508,"Nonprofit organizations","psychology",0
"Alabama State U.",508,"Nonprofit organizations","social sciences",0
"Alabama State U.",508,"Nonprofit organizations","sciences nec",0
"Alabama State U.",508,"Nonprofit organizations","engineering",0
"Alabama State U.",508,"Nonprofit organizations","all non s e fields",85000
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","all r d expenditures",84000
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","computer and information sciences",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","life sciences",84000
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","mathematics and statistics",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","physical sciences",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","psychology",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","social sciences",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","sciences nec",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","engineering",0
"Edward Via C. of Osteopathic Medicine",509,"Nonprofit organizations","all non s e fields",0
"U. Houston-Downtown",510,"Nonprofit organizations","all r d expenditures",81000
"U. Houston-Downtown",510,"Nonprofit organizations","computer and information sciences",0
"U. Houston-Downtown",510,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. Houston-Downtown",510,"Nonprofit organizations","life sciences",0
"U. Houston-Downtown",510,"Nonprofit organizations","mathematics and statistics",0
"U. Houston-Downtown",510,"Nonprofit organizations","physical sciences",46000
"U. Houston-Downtown",510,"Nonprofit organizations","psychology",0
"U. Houston-Downtown",510,"Nonprofit organizations","social sciences",0
"U. Houston-Downtown",510,"Nonprofit organizations","sciences nec",0
"U. Houston-Downtown",510,"Nonprofit organizations","engineering",0
"U. Houston-Downtown",510,"Nonprofit organizations","all non s e fields",35000
"Northern Michigan U.",511,"Nonprofit organizations","all r d expenditures",80000
"Northern Michigan U.",511,"Nonprofit organizations","computer and information sciences",0
"Northern Michigan U.",511,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Northern Michigan U.",511,"Nonprofit organizations","life sciences",46000
